subject,manual_t_cycle_idx,rt_interval_ms,t_detected_original,t_detected_detrended,error_original_ms,error_detrended_ms,error_diff_ms,in_window,cycle_std,baseline_drift,t_peak_orig,t_peak_detr
sel16539,233,316.0,True,True,4.0,4.0,0.0,True,0.20164472969201394,-0.039999999999999994,234,234
sel16539,218,312.0,True,True,8.0,8.0,0.0,True,0.2138965804544384,0.030000000000000013,220,220
sel16539,188,308.0,True,True,4.0,4.0,0.0,True,0.23754837097500206,0.02500000000000001,189,189
sel16539,177,296.0,True,True,8.0,8.0,0.0,True,0.24225668819227691,-0.020000000000000004,179,179
sel16539,171,284.0,True,True,4.0,4.0,0.0,True,0.2287847774109982,-0.045,172,172
sel16539,176,296.0,True,True,4.0,0.0,-4.0,True,0.2457617777509481,0.010000000000000009,177,176
sel16539,166,288.0,True,True,4.0,4.0,0.0,True,0.26186827129684187,0.014999999999999986,167,167
sel16539,168,296.0,True,True,0.0,0.0,0.0,True,0.26833007635703593,0.0,168,168
sel16539,172,288.0,True,True,4.0,4.0,0.0,True,0.24357810733930912,-0.08499999999999999,173,173
sel16539,165,252.0,True,True,12.0,12.0,0.0,True,0.24568224493197993,-0.015000000000000013,168,168
sel16539,172,292.0,True,True,8.0,8.0,0.0,True,0.27294424239800064,0.095,174,174
sel16539,177,300.0,True,True,4.0,4.0,0.0,True,0.25811745919494355,-0.020000000000000004,178,178
sel16539,191,312.0,True,True,16.0,16.0,0.0,True,0.2226600024732466,-0.125,187,187
sel16539,175,280.0,True,True,0.0,0.0,0.0,True,0.21594256947313006,0.014999999999999986,175,175
sel16539,190,316.0,True,True,8.0,8.0,0.0,True,0.22547124063764543,-0.03499999999999999,188,188
sel16539,187,272.0,True,True,8.0,8.0,0.0,True,0.2258824310974255,0.03,189,189
sel16539,185,296.0,True,True,4.0,4.0,0.0,True,0.23712870326851135,0.06000000000000001,184,184
sel16539,242,292.0,True,True,4.0,4.0,0.0,True,0.20368236349619911,-0.16,241,241
sel16539,241,308.0,True,True,4.0,4.0,0.0,True,0.1905995145874216,0.02500000000000001,242,242
sel16539,203,292.0,True,True,4.0,4.0,0.0,True,0.22483800874744198,0.04,204,204
sel16539,233,292.0,True,True,4.0,4.0,0.0,True,0.20074497726826815,-0.08000000000000002,234,234
sel16539,223,304.0,True,True,8.0,8.0,0.0,True,0.21135061810405228,-0.0050000000000000044,225,225
sel16539,204,300.0,True,True,8.0,8.0,0.0,True,0.22145932582262248,-0.0050000000000000044,206,206
sel16539,195,296.0,True,True,4.0,4.0,0.0,True,0.22447286736222305,-0.0050000000000000044,194,194
sel16539,186,304.0,True,True,8.0,4.0,-4.0,True,0.25148357733542265,0.06000000000000001,188,187
